name,title,company,seniority_tier,function_category,role,conference_name,year,session_title,linkedin_url,total_appearances
Charlie Ungashick,,Vimeo,unknown,other,speaker,INBOUND,2026,NextGen Marketing: Reimagining Storytelling With AI Video,https://www.linkedin.com/in/charlieungashick,4
Charlène Lardy Vella,,HubSpot,unknown,other,speaker,INBOUND,2026,Lab: Unifying Your Tech Stack With HubSpot,https://fr.linkedin.com/in/charl%C3%A8ne-lardy-vella,4
Chris Cunningham,,ClickUp,unknown,other,speaker,INBOUND,2026,Supercharge Demand Gen With Quality Leads on TikTok,https://www.linkedin.com/in/chrisclickup,4
Chris Riley,,HubSpot,unknown,other,speaker,INBOUND,2026,Meetup: The Neurodivergent Edge in the Age of AI,https://www.linkedin.com/in/devrel,4
Christian Kletzl,,UserGems,unknown,other,speaker,INBOUND,2026,Tools for Growth: Choose an AI Outbound Agent That Works,https://www.linkedin.com/in/christiankletzl,4
Christian McKenzie,,Lofty Ventures,unknown,other,speaker,INBOUND,2026,How to Get Your Business Venture Capital Ready,https://www.linkedin.com/in/theconsumervc,4
Christian Sibley,,HubSpot,unknown,other,speaker,INBOUND,2026,From Quote Chaos to Closed-Won: HubSpot CPQ in Action,https://www.linkedin.com/in/christian-sibley,4
Christina Garnett,,HeyOrca,unknown,other,speaker,INBOUND,2026,DEBATE: Why Founder-Led Brands Falter,https://www.linkedin.com/in/christinamgarnett,4
Christine Cho,,HubSpot,unknown,other,speaker,INBOUND,2026,Build Your First AI Agent in Breeze Studio,https://www.linkedin.com/in/christineecho,4
Christine Lee,,HubSpot,unknown,other,speaker,INBOUND,2026,Lab: HubSpot Email Marketing Toolkit for the AI Era,https://www.linkedin.com/in/christine-lee-07091b185,4
Christine Maxey,,Groq,unknown,other,speaker,INBOUND,2026,HubSpot for Marketing. Different CRM. 1 Seamless GTM Motion.,https://www.linkedin.com/in/christinemaxey,4
Claire Ebben,,Qualified,unknown,other,speaker,INBOUND,2026,Tools for Growth: Let AI Agents Run Your Event Outreach ,https://www.linkedin.com/in/claire-ebben-11502b86,4
"Co-founder and Co-CEO, Clozd",,,unknown,other,speaker,Sandler Summit,2026,The Psychology Behind the 30-Second Commercial,,4
Colby Kyes,,Wistia,unknown,other,speaker,INBOUND,2026,Tools for Growth: Turn Video Views Into Action With Wistia,https://www.linkedin.com/in/ckyes,4
Colin Gillingham,,HubSpot,unknown,other,speaker,INBOUND,2026,Conversational Enrichment: The Self Generating CRM,https://www.linkedin.com/in/colingillingham,4
Colin Johnson,,Youth Enrichment Brands,unknown,other,speaker,INBOUND,2026,Enterprise Marketing Principles for Personalized Experiences,https://www.linkedin.com/in/colin-w-johnson,4
Colin Jost,,Saturday Night Live,unknown,other,speaker,INBOUND,2026,INBOUND After Hours,https://www.linkedin.com/in/ryanpascal,4
Collette King,,HubSpot,unknown,other,speaker,INBOUND,2026,Inside Service Hub: Building a Unified Post-Sales Journey,https://www.linkedin.com/in/collette-king,4
Connor Jeffers,,hapily,unknown,other,speaker,INBOUND,2026,,https://www.linkedin.com/in/connor-jeffers,4
Courtney Sembler,,"HubSpot, Inc",unknown,other,speaker,INBOUND,2026,ENCORE: Everboarding: The Modern Approach to Onboarding,https://www.linkedin.com/in/courtney-sembler,4
Cristina Criddle,,Financial Times,unknown,other,speaker,INBOUND,2026, How AI Will Change Video,https://www.linkedin.com/in/cristina-criddle-b028ab79,4
Crystal King,,HubSpot,unknown,other,speaker,INBOUND,2026,Lab: AI Prompting for Marketing Excellence,https://www.linkedin.com/in/crystalking,4
Dakota Lowe,,Edelman,unknown,other,speaker,INBOUND,2026,Panel: Behind the Screens – How Agencies Scale Social,https://www.linkedin.com/in/dakotalowe,4
Dane Coles,,LVT,unknown,other,speaker,INBOUND,2026,Rethinking Lead Gen: Your Blueprint for AI Growth,https://www.linkedin.com/in/dane-coles,4
Daniel Lee,,TikTok,unknown,other,speaker,INBOUND,2026,Supercharge Demand Gen With Quality Leads on TikTok,https://www.linkedin.com/in/daniellee5,4
Daniel Murray,,The Marketing Millennials,unknown,other,speaker,INBOUND,2026,5 Tactical Ways To Grow Organically on LinkedIn,https://www.linkedin.com/in/daniel-murray-marketing,4
Daniel Zarick,,Arrows,unknown,other,speaker,INBOUND,2026,DEBATE: AI or Human: Ultimate Customer Retention Showdown,https://www.linkedin.com/in/danielzarick,4
Danisha Lomax,,Digitas,unknown,other,speaker,INBOUND,2026,Panel: Behind the Screens – How Agencies Scale Social,https://www.linkedin.com/in/danisha-lomax,4
Dantley Davis,,ServiceNow,unknown,other,speaker,INBOUND,2026,How Top CMOs Are Using AI To Build B2B Creativity and Impact,https://www.linkedin.com/in/dantley,4
Daryn Smith,,Huble,unknown,other,speaker,INBOUND,2026,,https://za.linkedin.com/in/darynsmith,4
David Cohen,,HubSpot,unknown,other,speaker,INBOUND,2026,,https://www.linkedin.com/in/davidalyncohen,4
David Hunt,,HubSpot,unknown,other,speaker,INBOUND,2026,,https://www.linkedin.com/in/davidjosephhunt,4
David Inman,,SalesAi,unknown,other,speaker,INBOUND,2026,Beyond Automation: Building a High-Trust AI Sales Org,https://www.linkedin.com/in/david-inman-salesai,4
Deren Rehr-Davis,,JustCall,unknown,other,speaker,INBOUND,2026,Tools for Growth: No Missed Calls With 24/7 AI Voice Agents,,4
Dominique Crenn,,"Atelier Crenn, Bar Crenn, and Golden Poppy",unknown,other,speaker,INBOUND,2026,The Sustainable Scale: Growth Lessons From Dominique Crenn,https://www.linkedin.com/in/dominiquecrenn,4
Doug Davidoff,,Lift Enablement,unknown,other,speaker,INBOUND,2026,,https://www.linkedin.com/in/doug-davidoff-76396b1,4
Dr. Mark Hoffman,,Asana,unknown,other,speaker,INBOUND,2026,Maximize AI-Driven Campaign Impact With Asana and HubSpot,,4
Dr. Maya Shankar,,A Slight Change of Plans,unknown,other,speaker,INBOUND,2026,"The Art of Yes, And: Amy Poehler's Improv-Driven Success",,4
Dwarkesh Patel,,Dwarkesh Podcast,unknown,other,speaker,INBOUND,2026,The Future of AI: When Will We See an Intelligence Explosion,https://www.linkedin.com/in/dwarkesh-sp,4
Dylan Sellberg,,HubSpot,unknown,other,speaker,INBOUND,2026,Breeze Agents: Your New Digital Teammates,https://www.linkedin.com/in/dylsell,4
Dylan Wickliffe,,Media Junction,unknown,other,speaker,INBOUND,2026,Meetup: Revenue Leaders Mastering Subscription Growth,https://www.linkedin.com/in/dylanwickliffe,4
EJ Cho,,Tofu,unknown,other,speaker,INBOUND,2026,Signal to Revenue: Personalized Campaigns That Convert,https://www.linkedin.com/in/ej-makes-tofu,4
Edwina Dendler,,Prismic,unknown,other,speaker,INBOUND,2026,Meetup: AI Fails and Lessons You Won't Hear Elsewhere,https://es.linkedin.com/in/edendler,4
Elfried Samba,,Butterfly 3ffect,unknown,other,speaker,INBOUND,2026,Creator CEO Playbook: Solopreneur to Media Corp in 2025,https://uk.linkedin.com/in/elfriedsamba,4
Elias Torres,,Agency,unknown,other,speaker,INBOUND,2026,"Smaller Teams, Bigger Impact: CS in the Age of AI",https://www.linkedin.com/in/eliast,4
Elizabeth Ronco,,Madison Logic,unknown,other,speaker,INBOUND,2026,AI-Powered ABM: Revolutionize Your Marketing Strategy,https://www.linkedin.com/in/elizabeth-ronco,4
Elle Grossenbacher,,Product Marketing Adventures,unknown,other,speaker,INBOUND,2026,DEBATE: Why Founder-Led Brands Falter,https://www.linkedin.com/in/elle3izabeth,4
Emily Davidson,,Sandler,unknown,other,speaker,INBOUND,2026,Transforming Buyer Intent Signals Into Revenue With HubSpot,https://www.linkedin.com/in/emily-davidson-33787a119,4
Emily He,,Gong,unknown,other,speaker,INBOUND,2026,Sound Bites: Bite-Sized Takes on the Future of AI in GTM,https://www.linkedin.com/in/emilyhe1,4
Emma Lynch,,BBD Boom,unknown,other,speaker,INBOUND,2026,,https://uk.linkedin.com/in/emmalynch10,4
Emma Pitts,,PullSpark,unknown,other,speaker,INBOUND,2026,The TwoEleven Matrix™: Solving the Marketing Memory Problem,,4
Emma Stratton,,Punchy,unknown,other,speaker,INBOUND,2026,How to Write Better Messaging for Your AI Product,https://www.linkedin.com/in/emma-stratton-punchy,4
Enrique Hoyos,,Bolt.new,unknown,other,speaker,INBOUND,2026,Beyond Acquisition: Turning Users Into Lifelong Customers,https://ca.linkedin.com/in/enriquehoyos,4
Eric M. Bailey,,Bailey Innovation Group,unknown,other,speaker,INBOUND,2026,Using Brain Science To Explain Irrational Behavior,https://www.linkedin.com/in/ericmbailey,4
Erika Deal,,HubSpot,unknown,other,speaker,INBOUND,2026,What’s New for Sellers With HubSpot,https://www.linkedin.com/in/erikadeal,4
Erika Fisher,,HubSpot,unknown,other,speaker,INBOUND,2026,AI-Powered Growth: Move Fast Without Losing Control,https://www.linkedin.com/in/erikaafisher,4
Erin Reddick,,ChatBlackGPT,unknown,other,speaker,INBOUND,2026,Centering Culture in the Future of AI,,4
Eshu Kalra,,Wyzard.ai,unknown,other,speaker,INBOUND,2026,"Tools for Growth: Unify Data, Speed Up Funnel With AI Agents",https://in.linkedin.com/in/eshu-kalra,4
Ethan Kopit,,HubSpot,unknown,other,speaker,INBOUND,2026,,https://www.linkedin.com/in/ethan-kopit,4
Evan Hamilton,,HubSpot,unknown,other,speaker,INBOUND,2026,What Comes After Content Marketing,https://www.linkedin.com/in/evanhamilton,4
Evan Lauterborn,,HubSpot,unknown,other,speaker,INBOUND,2026,Meetup: The Hustle—for Founders and Future Founders,https://www.linkedin.com/in/evan-lauterborn,4
Eve Sangenito,,Perficient,unknown,other,speaker,INBOUND,2026,,https://www.linkedin.com/in/esangenito,4
Eyal Orgil,,DealHub,unknown,other,speaker,INBOUND,2026,GTM Acceleration With AI: From Quote To Revenue,https://il.linkedin.com/in/eyalorgil,4
Felicia Macias,,Yamaha Music USA,unknown,other,speaker,INBOUND,2026,Enterprise Marketing Principles for Personalized Experiences,https://www.linkedin.com/in/felicia-macias-572719221,4
Francis Ndicu,,HubSpot,unknown,other,speaker,INBOUND,2026,What’s New for Sellers With HubSpot,https://www.linkedin.com/in/francis-ndicu,4
Gabriela Gironas,,Wasserman,unknown,other,speaker,INBOUND,2026,Panel: Behind the Screens – How Agencies Scale Social,https://www.linkedin.com/in/gabrielagironas,4
Gabrielle Herrera,,HubSpot,unknown,other,speaker,INBOUND,2026,Meetup: Community Champions and HUG Leaders,https://www.linkedin.com/in/gabrielle-herrera-853236362,4
Genever Oppong,,Black Women Investors Network,unknown,other,speaker,INBOUND,2026,How to Get Your Business Venture Capital Ready,https://www.linkedin.com/in/geneveroppong,4
George B. Thomas,,Sidekick Strategies,unknown,other,speaker,INBOUND,2026,The Secret to SuperHuman-Centric Marketing That Converts,https://www.linkedin.com/in/georgebthomas,4
George Davis,,HubSpot,unknown,other,speaker,INBOUND,2026,Winning at Both Growth and Trust in the AI Age,https://www.linkedin.com/in/georgebdavis,4
George Munguia,,Harmony Intelligence Inc.,unknown,other,speaker,INBOUND,2026,The Next Big AIdea,,4
Glennon Doyle,,Treat Media,unknown,other,speaker,INBOUND,2026,"Hard Things, Strong People: Glennon Doyle on Resilience",https://www.linkedin.com/in/glennondoyle,4
Graham Collins,,QuotaPath,unknown,other,speaker,INBOUND,2026,HubSpot Developer Platform: Showcase and AMA,https://www.linkedin.com/in/grahamcollins,4
Graham Hawkins,,Qoos.ai,unknown,other,speaker,INBOUND,2026,"Deep Selling - A New Sales Mindset, Skill-Set and Tool-Set",https://au.linkedin.com/in/deepselling,4
Guy Yalif,,Webflow,unknown,other,speaker,INBOUND,2026,AEO for the CMO: An Actionable Maturity Model,https://www.linkedin.com/in/gyalif,4
Hannah Ajikawo,,Revenue Funnel,unknown,other,speaker,INBOUND,2026,8ish GTM AI Agent Hacks My 8yo Kid Accidentally Figured Out,https://uk.linkedin.com/in/hannah-ajikawo,4
Hannah Goldberg,,HubSpot,unknown,other,speaker,INBOUND,2026,Master Marketing Automation With Journey Automation,https://www.linkedin.com/in/hannahgoldberghubspot,4
Hannah Lee,,Asana,unknown,other,speaker,INBOUND,2026,Maximize AI-Driven Campaign Impact With Asana and HubSpot,https://www.linkedin.com/in/hannlee,4
Helen Russell,,HubSpot,unknown,other,speaker,INBOUND,2026,The Impact of Making People Uncomfortable,https://www.linkedin.com/in/helenrussellcpo,4
Humberto Castaneda,,Google,unknown,other,speaker,INBOUND,2026,AI Powered Sales and Marketing With Google Workspace,https://www.linkedin.com/in/humberto-castaneda,4
Iggy Perez,,Escala24x7 - Stefanini Group,unknown,other,speaker,INBOUND,2026,Drive Predictable Revenue With a Process-First Approach ,,4
Isaac Min,,HubSpot,unknown,other,speaker,INBOUND,2026,Master Marketing Automation With Journey Automation,,4
Isaac Takushi,,HubSpot,unknown,other,speaker,INBOUND,2026,,https://www.linkedin.com/in/isaactakushi,4
Izzy Kim,,Clay,unknown,other,speaker,INBOUND,2026,The Creative Process — Iterating Towards GTM Alpha,https://www.linkedin.com/in/izzykim2022,4
Jacqui Malis Becker,,HubSpot,unknown,other,speaker,INBOUND,2026,Unifying Your Tech Stack: HubSpot's Marketplace Reimagined,https://www.linkedin.com/in/jacquelynmalis,4
Jahaira Fajardo,,In lak’ech Dance Academy,unknown,other,speaker,INBOUND,2026,Meetup: The Spot Bachata Class,https://www.linkedin.com/in/jahaira-fajardo-74863b79,4
Jaime Diglio,,The WIN Room,unknown,other,speaker,INBOUND,2026,Founder-Led Sales: How to Win Paying Customers,https://www.linkedin.com/in/jaimediglio,4
Jake Blocker,,Interaction Associates,unknown,other,speaker,INBOUND,2026,Meetup: Small (But Mighty) Marketing Teams,https://www.linkedin.com/in/jakeblocker,4
James Buckley,,Sell Better,unknown,other,speaker,INBOUND,2026,Panel: The Guide to Effective Multi-Channel Cold Outreach,https://www.linkedin.com/in/jamessaywhatsalesbuckley,4
Jamie Elgie,,CoDev,unknown,other,speaker,INBOUND,2026,Drive Predictable Revenue With a Process-First Approach ,https://www.linkedin.com/in/jamieelgie,4
Jan Bogaert,,HubSpot,unknown,other,speaker,INBOUND,2026,Sales Data Revolution: Unlocking Revenue Intelligence,https://be.linkedin.com/in/jan-bogaert,4
Janelle Apaydin,,HubSpot,unknown,other,speaker,INBOUND,2026,Why Agents Won't Survive Your Fragmented Stack,,4
Jared Williams,,HubSpot,unknown,other,speaker,INBOUND,2026,Inside Smart CRM: How Unified Data Unlocks Growth,https://www.linkedin.com/in/williamsjared,4
Jason Seeba,,OneSignal,unknown,other,speaker,INBOUND,2026,Tools for Growth: Add Push and SMS to HubSpot With OneSignal,https://www.linkedin.com/in/jasonseeba,4
Jay Nathan,,Infinite Renewals,unknown,other,speaker,INBOUND,2026,How We Decreased Customer Churn by 28%,https://www.linkedin.com/in/jaynathan,4
Jay Schwedelson,,"GURU Media Hub, SubjectLine.com, Outcome Media",unknown,other,speaker,INBOUND,2026,Best Practices Are Garbage: In Marketing and Life,https://www.linkedin.com/in/schwedelson,4
Jayde Powell,,The Em Dash Co,unknown,other,speaker,INBOUND,2026,Panel: Behind the Screens – How Agencies Scale Social,,4
Jean Kang,,Path to PM,unknown,other,speaker,INBOUND,2026,Data Storytelling: Customer Insights for Content Strategy,https://www.linkedin.com/in/jeanhkang,4
Jean Merlain,,Wistia,unknown,other,speaker,INBOUND,2026,Tools for Growth: Turn Video Views Into Action With Wistia,https://www.linkedin.com/in/jeanmerlain,4
Jed Mahrle,,Practical Prospecting,unknown,other,speaker,INBOUND,2026,Panel: The Guide to Effective Multi-Channel Cold Outreach,https://www.linkedin.com/in/outboundsales,4
Jeff Harry,,Rediscover Your Play,unknown,other,speaker,INBOUND,2026,Work Is Broken…Play Can Fix It!,,4
Jeff Whitlock,,Grain,unknown,other,speaker,INBOUND,2026,DEBATE: AI or Human: Ultimate Customer Retention Showdown,https://www.linkedin.com/in/jeffwhitlock,4
Jehad Begraoui,,HubSpot,unknown,other,speaker,INBOUND,2026,Lab: Making Customer Success Impact Undeniable,https://fr.linkedin.com/in/jejebegraoui,4
Jen Spencer,,Booth & Partners,unknown,other,speaker,INBOUND,2026,The Leadership Gap Is Costing You—Here’s How to Fix It,https://www.linkedin.com/in/jenspencer,4
Jennifer Li,,Andreessen Horowitz,unknown,other,speaker,INBOUND,2026,The AI Growth Stack: VC Insights on the New GTM Playbook,https://www.linkedin.com/in/jenniferhli,4
Jennifer Yepez-Blundell,,DRAFTED,unknown,other,speaker,INBOUND,2026,Center Stage: Women Changing the Game in Sports Marketing,https://www.linkedin.com/in/jenniferyepezblundell,4
Jihan Donawa,,Swoogo,unknown,other,speaker,INBOUND,2026,From Humbeat to Drumbeat: Scaling the Power of Micro Events,https://www.linkedin.com/in/jihan-donawa-gibson,4
Jinny Chen,,Cello,unknown,other,speaker,INBOUND,2026,The Next Big AIdea,https://www.linkedin.com/in/jinnychen,4
Joakim Fagerbakk,,Avidly,unknown,other,speaker,INBOUND,2026,,https://no.linkedin.com/in/joakimfagerbakk,4
Joanna Buchholz,,Deloitte,unknown,other,speaker,INBOUND,2026,Unlocking ROI: Where Marketing and Finance Align,https://www.linkedin.com/in/joanna-buchholz-2397081a,4
Jocelyn Horn,,HubSpot,unknown,other,speaker,INBOUND,2026,"Unifying Customer Relationships With AI, Data, and CRM",https://www.linkedin.com/in/jocelynhorn,4
John Bissett,,SlingShot Edge,unknown,other,speaker,INBOUND,2026,,,4
John Heritage,,Evenbound,unknown,other,speaker,INBOUND,2026,Meetup: Improving Customer Experience in Manufacturing ,,4
John Mothershead,,Youth on Course,unknown,other,speaker,INBOUND,2026,From Beta to Breakthrough: Making Early Adoption Your DNA,https://www.linkedin.com/in/john-mothershead-033285b,4
Jon Dick,,HubSpot,unknown,other,speaker,INBOUND,2026,Customer Value Revolution: 5 Shifts for CS Breakthrough,https://www.linkedin.com/in/jondick,4
Jonas De Mets,,Koalify,unknown,other,speaker,INBOUND,2026,Scaling With AI: Growth Lessons From Early Founders,https://be.linkedin.com/in/jonasdemets,4
Jonathan Burg,,New Breed,unknown,other,speaker,INBOUND,2026,"Revenue Modeling 101: Plan, Predict and Scale for 2026",https://www.linkedin.com/in/jonathan-burg-2b891010,4
Jonathan Hunt,,HubSpot,unknown,other,speaker,INBOUND,2026,New Content Playbook: AI and Creative Strategies That Work,https://www.linkedin.com/in/jonathanwhunt,4
Jonathan Lister,,Vidyard,unknown,other,speaker,INBOUND,2026,Sound Bites: Bite-Sized Takes on the Future of AI in GTM,https://ca.linkedin.com/in/jonathanlister,4
Jonathan Tablada,,HubSpot,unknown,other,speaker,INBOUND,2026,Rethinking Lead Gen: Your Blueprint for AI Growth,https://www.linkedin.com/in/jonathantablada,4
Josh Coyne,,Kleiner Perkins,unknown,other,speaker,INBOUND,2026,The AI Growth Stack: VC Insights on the New GTM Playbook,https://www.linkedin.com/in/joshuacoyne,4
Joshua Rodriguez,,Inselligence,unknown,other,speaker,INBOUND,2026,Drive Predictable Revenue With a Process-First Approach ,https://www.linkedin.com/in/joshua-rodriguez-747820228,4
Juan DeAngulo,,Inselligence,unknown,other,speaker,INBOUND,2026,Drive Predictable Revenue With a Process-First Approach ,https://www.linkedin.com/in/juandeangulo,4
Juanita Moreno,,HubSpot,unknown,other,speaker,INBOUND,2026,HubSpot AI Power: Custom Solutions Driving Unlimited Growth,https://www.linkedin.com/in/juanitamoreno,4
Julia Fraser,,Sinch,unknown,other,speaker,INBOUND,2026,,https://www.linkedin.com/in/julialfraser,4
Julie Zhuo,,Slingshot Edge,unknown,other,speaker,INBOUND,2026,,https://uk.linkedin.com/in/lucy-oates-70999954,4
Justin Graci,,HubSpot,unknown,other,speaker,INBOUND,2026,,https://www.linkedin.com/in/jgraci,4
Karen Ng,,HubSpot,unknown,other,speaker,INBOUND,2026,Inside the AI Ecosystem: How Platforms Win Together,https://www.linkedin.com/in/karenng2,4
Karina Martinez,,DRAFTED,unknown,other,speaker,INBOUND,2026,Center Stage: Women Changing the Game in Sports Marketing,https://www.linkedin.com/in/karina-martinez-001,4
Kate Ahlering,,LinkedIn,unknown,other,speaker,INBOUND,2026,Sound Bites: Bite-Sized Takes on the Future of AI in GTM,https://www.linkedin.com/in/kate-ahlering,4
Kate DiLeo,,Kate DiLeo Branding,unknown,other,speaker,INBOUND,2026,ENCORE: Teardown Live! Does Their Story Suck – Or Convert?!,https://www.linkedin.com/in/katedileo,4
Kate Long,,Crunchbase,unknown,other,speaker,INBOUND,2026,From Lead to Loyalty: Is B2B Too Obsessed With the Funnel?,,4
Katherine Man,,HubSpot,unknown,other,speaker,INBOUND,2026,Inside Smart CRM: How Unified Data Unlocks Growth,https://www.linkedin.com/in/katherineman,4
Kathleen Green,,Yamaha Music USA,unknown,other,speaker,INBOUND,2026,Enterprise Marketing Principles for Personalized Experiences,https://www.linkedin.com/in/kathleenmarvingreen,4
Katie Lambert,,HubSpot,unknown,other,speaker,INBOUND,2026,From Humbeat to Drumbeat: Scaling the Power of Micro Events,https://www.linkedin.com/in/katieelambert,4
Katie Walsh,,HubSpot,unknown,other,speaker,INBOUND,2026,"HubSpot Sales, Unfiltered: Real Lessons From SMB Growth Machine",https://www.linkedin.com/in/ktkell,4
Katy Caouette,,HubSpot,unknown,other,speaker,INBOUND,2026,Winning at Both Growth and Trust in the AI Age,https://www.linkedin.com/in/katycaouette,4
Keith Vandeventer,,SANDOW Design Group,unknown,other,speaker,INBOUND,2026,Sales Data Revolution: Unlocking Revenue Intelligence,https://www.linkedin.com/in/keith-vandeventer-7b96b980,4
Kelsey Stafford,,Xanterra Travel Collection,unknown,other,speaker,INBOUND,2026,Tech That Builds Superfans: NBA and Travel Brand Playbook,https://www.linkedin.com/in/kelsey-stafford-8b4ab365,4
Kevin Barber,,Lean Labs,unknown,other,speaker,INBOUND,2026,40-Min AI Sprint: Branded AI Training and Take-Home Playbook,https://www.linkedin.com/in/thekevinbarber,4
Kevin Dean,,Manobyte,unknown,other,speaker,INBOUND,2026,,,4
Kevin Raheji,,HeyGen,unknown,other,speaker,INBOUND,2026,,,4
Kevin Roose,,New York Times,unknown,other,speaker,INBOUND,2026,Live With Dwarkesh Patel,https://www.linkedin.com/in/kevin-roose,4
Kevin White,,Common Room,unknown,other,speaker,INBOUND,2026,Signal to Revenue: Personalized Campaigns That Convert,https://ca.linkedin.com/in/kevin-white-711b1043,4
Kie Watanabe,,HubSpot,unknown,other,speaker,INBOUND,2026,Inside Service Hub: Building a Unified Post-Sales Journey,https://www.linkedin.com/in/kiewatanabe,4
Kim Hacker,,Arrows,unknown,other,speaker,INBOUND,2026,DEBATE: AI or Human: Ultimate Customer Retention Showdown,https://www.linkedin.com/in/kimberlyhacker,4
Kimberly Storin,,Zoom,unknown,other,speaker,INBOUND,2026,From Lead to Loyalty: Is B2B Too Obsessed With the Funnel?,https://www.linkedin.com/in/kimberlystorin,4
Korina Edwards,,Vidyard,unknown,other,speaker,INBOUND,2026,Tools for Growth: Ramp up Revenue With Vidyard’s Video Agent,https://www.linkedin.com/in/korina-edwards,4
Kristen Berman,,Irrational Labs,unknown,other,speaker,INBOUND,2026,How To Get  Users To Adopt Your New AI Features,https://www.linkedin.com/in/kristenberman,4
Laura Vélez,,HubSpot,unknown,other,speaker,INBOUND,2026,Lab: Unifying Your Tech Stack With HubSpot,,4
Lauren Ryan,,HubSpot,unknown,other,speaker,INBOUND,2026,Meetup: Financial Services: Building Client Trust for Life,https://www.linkedin.com/in/laurennicoleryan,4
Laurie Qian,,HubSpot,unknown,other,speaker,INBOUND,2026,HubSpot Developer Platform: Showcase and AMA,https://www.linkedin.com/in/laurie-qian,4
Lena Waters,,Notion,unknown,other,speaker,INBOUND,2026,How Top CMOs Are Using AI To Build B2B Creativity and Impact,https://www.linkedin.com/in/lenawaters,4
Lesley Cobbe,,LearnUpon,unknown,other,speaker,INBOUND,2026,Customer Education: The Missing Link in Your Lifecycle,https://ie.linkedin.com/in/lesley-cobbe-0a992643,4
Leslie Douglas,,Sell Better,unknown,other,speaker,INBOUND,2026,Panel: The Guide to Effective Multi-Channel Cold Outreach,https://www.linkedin.com/in/lesliebdouglas,4
Leslie Venetz,,The Sales-Led GTM Agency,unknown,other,speaker,INBOUND,2026,Founder-Led Sales: How to Win Paying Customers,https://www.linkedin.com/in/leslievenetz,4
Libby Rodney,,The Harris Poll,unknown,other,speaker,INBOUND,2026,"Content That Scales Your Impact, Not Your Output",https://www.linkedin.com/in/libbyrodney,4
Lily Rosenbloom,,HubSpot,unknown,other,speaker,INBOUND,2026,Make Your CRM Fit Your Business With Flexible Views,https://www.linkedin.com/in/lily-alex-rose,4
Lisa Edwards,,HubSpot,unknown,other,speaker,INBOUND,2026,Meetup: RevOps Data-Driven Success in the AI Era,https://www.linkedin.com/in/edwardslisam,4
Lori Richardson,,Score More Sales LLC,unknown,other,speaker,INBOUND,2026,Combine Gut and Science to Build Your Midmarket Sales Team,,4
Lorraine K. Lee,,RISE Learning Solutions,unknown,other,speaker,INBOUND,2026,Beating Burnout: Use Personal Growth to Drive SuccessAl,https://www.linkedin.com/in/lorraineklee,4
Lucy Solaski,,HubSpot,unknown,other,speaker,INBOUND,2026,Build Your First AI Assistant in Breeze Studio,https://www.linkedin.com/in/lucy-goldberg1,4
Luis Azuaje,,HubSpot,unknown,other,speaker,INBOUND,2026,Lab: AI Prompting for Marketing Excellence,,4
Maggie Bomze,,HubSpot,unknown,other,speaker,INBOUND,2026,,https://ie.linkedin.com/in/maggiebomze,4
Maha Abouelenein,,Digital & Savvy,unknown,other,speaker,INBOUND,2026,Beyond the Personal Brand: Building an Unshakable Reputation,https://www.linkedin.com/in/maha-abouelenein,4
Mandy Thompson,,Digital Reach Online Solutions,unknown,other,speaker,INBOUND,2026,Meetup: Out at INBOUND,https://www.linkedin.com/in/mandy-thompson-digital-reach,4
Marc Sirkin,,Third Door Media (A Semrush company),unknown,other,speaker,INBOUND,2026,CoLab 2: Stop Fighting Resistance—Start Using It,https://www.linkedin.com/in/marcsirkin,4
Marcus Sheridan,,"Marcus Sheridan International, IMPACT",unknown,other,speaker,INBOUND,2026,Endless Customers: How to Build a Brand that’s Built to Last,https://www.linkedin.com/in/marcussheridan,4
Marina Mogilko,,Linguamarina Inc.,unknown,other,speaker,INBOUND,2026,The Next Big AIdea,https://www.linkedin.com/in/marinamogilko,4
Mark Bornstein,,ON24,unknown,other,speaker,INBOUND,2026,"The Modern Webinar Workshop: Engage, Connect, Convert",https://www.linkedin.com/in/markbornstein,4
Mark Debenham,,Adverity,unknown,other,speaker,INBOUND,2026,Confessions of an AI Impostor: How to Trust Your Data Story,https://uk.linkedin.com/in/mark-debenham,4
Mark P. Jung,,Authority B2B,unknown,other,speaker,INBOUND,2026,5 Tactical Ways To Grow Organically on LinkedIn,https://ky.linkedin.com/in/markpjung,4
Mark Roberge,,Stage 2 Capital,unknown,other,speaker,INBOUND,2026,Building Your AI-Powered GTM Engine: The Future Tech Stack,https://www.linkedin.com/in/markroberge,4
Marques Brownlee,,MKBHD,unknown,other,speaker,INBOUND,2026,Tech at the Edge: Strategies and Insights With MKBHD,https://www.linkedin.com/in/mkbhd,4
Maryann Akinboyewa,,HubSpot,unknown,other,speaker,INBOUND,2026,Meetup: Sales and Revenue Leader Roundtable,https://www.linkedin.com/in/maryannakinboyewa,4
Matt Sornson,,HubSpot,unknown,other,speaker,INBOUND,2026,Inside Data Hub: Democratizing Data in the AI Era,https://www.linkedin.com/in/mattsornson,4
Maura Rivera,,Qualified,unknown,other,speaker,INBOUND,2026,The Agentic Marketing Funnel: Agentic Marketing Is Here ,https://www.linkedin.com/in/maura-rivera,4
Max Lucas,,DWC CONSULT GmbH,unknown,other,speaker,INBOUND,2026,Unlock Profit With Privacy: Marketing Strategies That Work,https://de.linkedin.com/in/max-lucas-28b2281a5,4
